concept_lo,concept_hi,category,color_lo,color_hi,deltaS_mg,deltaS_us,thr_mg_low,thr_mg_high,thr_us_low,thr_us_high
happy,tree,MG_low__US_high,DO,LG,0.05380078360072393,0.7632421706826691,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
happy,tree,MG_low__US_low,LH,MB,0.02566642998738944,0.06643247683629794,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
justice,lightning,MG_high__US_high,DP,WH,0.4137901991849304,0.6168693479064942,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
justice,lightning,MG_high__US_low,A3,MY,0.4098345887627246,0.07774281418858231,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
justice,lightning,MG_low__US_high,LY,MG,0.06870964292271331,0.684518619111478,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
justice,lightning,MG_low__US_low,LG,MH,0.081824079033054,0.01210321010536108,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
justice,mango,MG_high__US_high,A1,DY,0.5000575544565358,0.6362528267690299,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
justice,mango,MG_high__US_low,DO,SG,0.4476410620368545,0.14601284305094275,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
justice,mango,MG_low__US_high,DB,LH,0.07657546269652316,0.6632133368910442,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
justice,mango,MG_low__US_low,LY,MR,0.0763442814854145,0.08716130133564759,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
justice,peach,MG_high__US_high,DY,WH,0.7559720030890611,0.7031170463327219,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
justice,peach,MG_high__US_low,A2,A3,0.3840502207321863,0.08136746977455456,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
justice,peach,MG_low__US_high,LR,SY,0.08837088871028675,0.6694827715009586,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
justice,peach,MG_low__US_low,DC,DR,0.02621634123928307,0.07255755918094775,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
justice,sandstorm,MG_high__US_high,DO,SR,0.6393459303609974,0.7524845068190813,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
justice,sandstorm,MG_high__US_low,DC,WH,0.4194566012189066,0.04937529552736641,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
justice,sandstorm,MG_low__US_high,DC,LY,0.0644598874385569,0.6509964866461753,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
justice,sandstorm,MG_low__US_low,SC,SP,0.01974147094416545,0.08493326769179554,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
justice,sick,MG_high__US_high,DY,SY,0.4384103731775704,0.7090378686089553,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
justice,sick,MG_high__US_low,A3,DC,0.42454988584917874,0.1428172805737855,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
justice,sick,MG_low__US_high,MH,SP,0.0532682815366674,0.7788444366603431,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
justice,sick,MG_low__US_low,DC,SP,0.02152907481272958,0.01681869245685896,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
justice,tree,MG_high__US_high,MH,SP,0.41130273735191736,0.8707406264710862,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
justice,tree,MG_high__US_low,A3,DB,0.5477390261556354,0.00684548729612244,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
justice,tree,MG_low__US_high,BK,LH,0.01861496946025154,0.6122845859450459,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
justice,tree,MG_low__US_low,SC,SP,0.06606117318694826,0.03579056298748739,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
lightning,mango,MG_high__US_high,BK,MH,0.5255716574277587,0.7185777124773751,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
lightning,mango,MG_high__US_low,DO,MG,0.536116366351804,0.10128928323979912,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
lightning,mango,MG_low__US_high,DP,WH,0.05456237163226774,0.9687779750497398,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
lightning,mango,MG_low__US_low,LR,MR,0.04590927961256219,0.03670401284057623,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
lightning,peace,MG_high__US_high,MC,SR,0.38275501921997,0.6961208765471023,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
lightning,peace,MG_high__US_low,MP,SG,0.4433674643977257,0.0474908562641968,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
lightning,peace,MG_low__US_high,LY,MG,0.05834219515301386,0.6348538050624422,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
lightning,peace,MG_low__US_low,LB,LP,0.08188909316186743,0.05599992536540466,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
lightning,peach,MG_high__US_high,MR,SG,0.42205458054365175,0.6692711972883771,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
lightning,peach,MG_high__US_low,LG,SP,0.4082646285176801,0.08859920921823738,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
lightning,peach,MG_low__US_high,LH,MO,0.06336321078449547,0.8941580331912764,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
lightning,peach,MG_low__US_low,MP,SP,0.06276727907149438,0.00989637733998294,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
lightning,sad,MG_high__US_high,BK,LO,0.5394418133335794,0.6601689258123189,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
lightning,sad,MG_high__US_low,A2,DB,0.39826552358624534,0.0354228368250562,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
lightning,sad,MG_low__US_high,LH,MC,0.06031076909133626,0.6949047216316775,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
lightning,sad,MG_low__US_low,MH,MP,0.05904896315682007,0.10896908164677854,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
lightning,safety,MG_high__US_high,A2,MG,0.39636291340525265,0.6552066865100767,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
lightning,safety,MG_high__US_low,DP,SC,0.38140464254146567,0.05048227903311364,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
lightning,safety,MG_low__US_high,DR,SY,0.08605937766917382,0.5859208443021181,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
lightning,safety,MG_low__US_low,DP,MP,0.06606674811783098,0.0627096499277966,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
lightning,sandstorm,MG_high__US_high,DO,MR,0.4762080861942388,0.6630113647029074,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
lightning,sandstorm,MG_high__US_low,A1,SP,0.41332815548988777,0.04212539826132178,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
lightning,sandstorm,MG_low__US_high,BK,DY,0.08161183019803331,0.5899941559410762,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
lightning,sandstorm,MG_low__US_low,DH,MH,0.05024832889100317,0.09471409461033577,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
lightning,sick,MG_high__US_high,DG,LY,0.3642668414683796,0.729710162759136,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
lightning,sick,MG_high__US_low,MP,SO,0.3899104254104559,0.11803559195265312,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
lightning,sick,MG_low__US_high,DO,SP,0.02816253732230977,0.6689548000467587,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
lightning,sick,MG_low__US_low,DP,SP,0.0589396131597425,0.13863238501431052,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
lightning,tree,MG_high__US_high,DG,MR,0.8330680897472212,0.9964301947357488,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
lightning,tree,MG_high__US_low,DP,LH,0.41998975689190554,0.03438550089436187,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
lightning,tree,MG_low__US_high,LY,MR,0.04000646790176443,0.67044936255033,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
lightning,tree,MG_low__US_low,LP,SC,0.05491441073874337,0.03247769743960371,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
mango,peace,MG_high__US_high,SO,WH,0.7836297665054586,0.9526220469566352,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
mango,peace,MG_high__US_low,A3,DB,0.6546872347770354,0.02849413771702047,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
mango,peace,MG_low__US_high,DY,MG,0.07134301424175216,0.6146661679283738,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
mango,peace,MG_low__US_low,LP,MC,8.656087657863409e-4,0.07273438578483282,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
mango,peach,MG_high__US_high,LR,SY,0.535871264630545,0.5864035042895481,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
mango,peach,MG_high__US_low,DR,SY,0.5435230631337555,0.12506682434972627,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
mango,peach,MG_low__US_high,DR,LR,0.0084691043438460609,0.5773663831162663,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
mango,peach,MG_low__US_low,MG,MY,0.04952651731676449,0.06512245481675216,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
mango,sad,MG_high__US_high,SO,WH,0.6167972671218578,0.9733691611695892,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
mango,sad,MG_high__US_low,DP,SB,0.44972165936384534,0.1276442737740866,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
mango,sad,MG_low__US_high,DC,LO,0.0830799490132702,0.7938638467837971,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
mango,sad,MG_low__US_low,LB,MC,0.03315995288625018,0.03020936135931817,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
mango,safety,MG_high__US_high,DP,SO,0.3626020427925992,0.7696268026718017,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
mango,safety,MG_high__US_low,DH,SR,0.37444976636928873,0.10156419075802324,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
mango,safety,MG_low__US_high,MO,SP,0.04388066152348036,0.6911873418782073,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
mango,safety,MG_low__US_low,MC,SC,0.02844231751862969,0.04832960656097818,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
mango,sick,MG_high__US_high,BK,MR,0.4341677717982389,0.6906954408978585,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
mango,sick,MG_high__US_low,DR,MG,0.49166473213061823,0.0641301533053309,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
mango,sick,MG_low__US_high,DY,LO,0.03682031658418716,0.7339489258054627,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
mango,sick,MG_low__US_low,LB,MC,0.01917298417771129,0.074877690006252,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
mango,tree,MG_high__US_high,LC,SO,0.5272084766535515,0.9127479828569036,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
mango,tree,MG_high__US_low,MO,SY,0.5297709331112729,0.1326965742622657,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
mango,tree,MG_low__US_high,MB,MH,0.00443289494429399,0.6348950650614853,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
mango,tree,MG_low__US_low,DY,MP,0.05812453086548186,0.1416257984544974,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
peace,peach,MG_high__US_high,DR,LB,0.3842697237245857,0.9082972469193192,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
peace,peach,MG_high__US_low,LC,WH,0.45656375225888113,0.1499968763529842,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
peace,peach,MG_low__US_high,LC,LY,0.00608855529307494,0.6077923708490185,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
peace,peach,MG_low__US_low,DB,DC,0.07912513889256378,0.07713589186107273,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
peace,sad,MG_high__US_high,A2,SG,0.6717241374970419,0.8638674553571054,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
peace,sad,MG_high__US_low,DG,DP,0.4199254052292767,0.13085475320574314,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
peace,sad,MG_low__US_high,DY,MP,0.08448698836268886,0.6579152016651413,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
peace,sad,MG_low__US_low,LC,LO,0.07234959282317255,0.09447407402748786,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
peace,sandstorm,MG_high__US_high,A1,MG,0.4784490527730624,0.7730956715262844,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
peace,sandstorm,MG_high__US_low,A3,DH,0.4063960281255006,0.00614589856448499,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
peace,sandstorm,MG_low__US_high,LP,SR,0.03269549471191091,0.6360231458593244,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
peace,sandstorm,MG_low__US_low,LY,MR,0.00259823293120975,0.1458100534465886,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
peace,sick,MG_high__US_high,A1,LB,0.3678019086326183,0.8884449540282444,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
peace,sick,MG_high__US_low,A3,MP,0.4912478515788845,0.01839565065316528,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
peace,sick,MG_low__US_high,DB,DH,0.06721284230970159,0.7405823264407247,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
peace,sick,MG_low__US_low,MB,MC,0.02626010543438406,0.04844336042470743,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
peace,tree,MG_high__US_high,DG,SO,0.6191777718335953,0.6861443609278812,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
peace,tree,MG_high__US_low,SC,WH,0.4610481397903852,0.05217935493297299,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
peace,tree,MG_low__US_high,LB,SR,0.06128772885732125,0.815768517288652,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
peace,tree,MG_low__US_low,DC,SY,0.02143159445185494,0.04180156117712541,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
peach,sad,MG_high__US_high,DP,MY,0.44970869325754714,0.7782144942341739,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
peach,sad,MG_high__US_low,DO,MP,0.36925475675844055,0.00600153065347575,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
peach,sad,MG_low__US_high,MO,SC,0.01757653163335748,0.8898813650499764,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
peach,sad,MG_low__US_low,LY,MY,0.01144727311108217,0.11495470796521824,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
peach,safety,MG_high__US_high,DO,SB,0.3683867281321387,0.666481810536997,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
peach,safety,MG_high__US_low,A3,MH,0.365099799854422,0.1341223284711217,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
peach,safety,MG_low__US_high,MO,SY,0.0774811742393704,0.7875539758952099,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
peach,safety,MG_low__US_low,MY,SO,0.04263094478487894,0.08072301859811937,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
peach,sandstorm,MG_high__US_high,A2,SC,0.4826513627101477,0.6939730034146279,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
peach,sandstorm,MG_high__US_low,MO,SR,0.5335371183598769,0.03669820340198182,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
peach,sandstorm,MG_low__US_high,DH,LR,0.06113175267577264,0.6993532047678357,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
peach,sandstorm,MG_low__US_low,MH,MP,0.05680062289586574,0.03140793418347254,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
peach,sick,MG_high__US_high,LR,MP,0.43862357154960874,0.8332256933561653,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
peach,sick,MG_high__US_low,A3,SY,0.5106759292782161,0.13275546189614973,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
peach,sick,MG_low__US_high,DY,SC,0.06928074358917602,0.7651468727555469,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
peach,sick,MG_low__US_low,SR,SY,0.08161004502265412,0.1086466343776792,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
peach,tree,MG_high__US_high,SG,SO,0.3957940037386387,0.936086182038922,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
peach,tree,MG_high__US_low,A2,DR,0.3758257984831761,0.05961083426326108,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
peach,tree,MG_low__US_high,A2,MY,0.06940544057115261,0.6204471573430186,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
peach,tree,MG_low__US_low,A1,LH,0.06158102119052722,0.07113026920189913,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
sad,safety,MG_high__US_high,A2,LO,0.5346821833533892,0.7749516138346326,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
sad,safety,MG_high__US_low,MP,SB,0.6272989812686398,0.0843150500292551,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
sad,safety,MG_low__US_high,DB,SY,0.01204598866129713,0.5965884574922939,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
sad,safety,MG_low__US_low,DG,LY,0.04795969637977926,0.02245405215386853,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
sad,sandstorm,MG_high__US_high,DC,MO,0.3761771399850988,0.8626254093319417,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
sad,sandstorm,MG_high__US_low,LC,MP,0.4067554506283684,0.00335098301569114,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
sad,sandstorm,MG_low__US_high,DB,LG,0.08391781421773259,0.6648065205648461,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
sad,sandstorm,MG_low__US_low,DY,LH,0.06567789029540294,0.08625911859999658,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
sad,sick,MG_high__US_high,BK,SG,0.40668122071318535,0.6768894290877412,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
sad,sick,MG_high__US_low,LG,SO,0.3829455973262173,0.09702799038510102,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
sad,sick,MG_low__US_high,A3,SH,0.05708028973482082,0.6403005674645872,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
sad,sick,MG_low__US_low,MG,SR,0.05884929503462299,0.00705371228747675,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
sad,tree,MG_high__US_high,DP,MG,0.8867793670198796,0.8763373064596389,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
sad,tree,MG_high__US_low,DP,LB,0.5001470776901118,0.03305550876961916,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
sad,tree,MG_low__US_high,LR,MB,0.05353577560143874,0.634054289877097,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
sad,tree,MG_low__US_low,DR,LP,0.04072567123745985,0.07238172498218187,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
safety,sick,MG_high__US_high,BK,SG,0.37809043932774133,0.6006288521404592,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
safety,sick,MG_high__US_low,A2,MY,0.4216268065704003,0.04006009197592442,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
safety,sick,MG_low__US_high,DY,MR,0.00698673049585485,0.7345340909103609,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
safety,sick,MG_low__US_low,SG,SY,0.00630802062189284,0.04019806578691409,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
sandstorm,sick,MG_high__US_high,DR,MO,0.5151462659297041,0.6205523719883672,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
sandstorm,sick,MG_high__US_low,MP,SY,0.4873089410717726,0.12078119802621924,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
sandstorm,sick,MG_low__US_high,LR,MH,0.00945088890552114,0.6947273721544003,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
sandstorm,sick,MG_low__US_low,DB,LP,0.0854774719097473,0.12313493019187229,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
sandstorm,tree,MG_high__US_high,DH,MY,0.5929879564539893,0.9790669804586924,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
sandstorm,tree,MG_high__US_low,MH,SG,0.5590461562422671,0.140879082813272,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
sandstorm,tree,MG_low__US_high,LB,MH,0.04917443302015889,0.7937326479907514,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
sandstorm,tree,MG_low__US_low,MR,SY,0.0396479081016915,0.05551516611565499,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
